	Day	UseForFinalData	Well	Sample	PEG	Sex	Mouse_num	Osmolality	Species	Primer_Set	Output_Conc(copies/ul)	Accepted_droplets	Positive_dropletes	Rxn_Well_volume_ul	DropletGenerator_volume	template_input_ul	Diluted_conc(copies/ul)	dilution	Undiluted_Copies/ul	Rel_abund_sample_ddPCR	Total_sample_absolute_load_ul	Total_sample_absolute_load_ml	Total_CFU_ml
155	2024-02-29	y	H3	0_F1	0.0	F	1	370	Clostridium sporogenes	1	5.19915962219238	18910.0	78.0	22	20	2.0	2.85953779220581	1000	2859.53779220581	0.692584854727902			
156	2024-02-29	y	A4	0_F1	0.0	F	1	370	Collinsella stercoris	1	28.3598213195801	19871.0	443.0	22	20	2.0	15.597901725769	1000	15597.901725769	3.7778379884494			
157	2024-02-29	y	B4	0_F1	0.0	F	1	370	Escherichia coli	1	22.3392601013184	19599.0	345.0	22	20	2.0	12.2865930557251	1000	12286.5930557251	2.97583346853971			
158	2024-02-29	y	C4	0_F1	0.0	F	1	370	Enterococcus faecalis	1	120.079170227051	18331.0	1669.0	22	20	2.0	66.0435436248779	1000	66043.5436248779	15.9958571597923			
159	2024-02-29	y	D4	0_F1	0.0	F	1	370	Eubacterium rectale	1	0.0	20157.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
160	2024-02-29	y	E4	0_F1	0.0	F	1	370	Faecalibacterium prausnitzii	1	0.0	19470.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
161	2024-02-29	y	B5	0_F2	0.0	F	2	384	Clostridium sporogenes	1	58.2485389709473	18828.0	852.0	22	20	2.0	32.036696434021	1000	32036.696434021	1.12123320675382			
162	2024-02-29	y	C5	0_F2	0.0	F	2	384	Collinsella stercoris	1	768.282409667969	19010.0	8689.0	22	20	2.0	422.555325317383	1000	422555.325317383	14.788761488322			
163	2024-02-29	y	D5	0_F2	0.0	F	2	384	Escherichia coli	1	121.028579711914	17638.0	1618.0	22	20	2.0	66.5657188415527	1000	66565.7188415527	2.32969384188218			
164	2024-02-29	y	E5	0_F2	0.0	F	2	384	Enterococcus faecalis	1	540.828491210938	16511.0	5770.0	22	20	2.0	297.455670166016	1000	297455.670166016	10.4104733649495			
165	2024-02-29	y	F5	0_F2	0.0	F	2	384	Eubacterium rectale	1	0.0	18615.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
166	2024-02-29	y	G5	0_F2	0.0	F	2	384	Faecalibacterium prausnitzii	1	0.0639888867735863	19658.0	1.0	22	20	2.0	0.0351938877254725	1000	35.1938877254725	0.0012317298593453			
167	2024-02-29	y	D6	0_F3	0.0	F	3	343	Clostridium sporogenes	1	16.1942882537842	20638.0	264.0	22	20	2.0	8.9068585395813	1000	8906.8585395813	1.04809520135389			
168	2024-02-29	y	E6	0_F3	0.0	F	3	343	Collinsella stercoris	1	76.9129867553711	19911.0	1181.0	22	20	2.0	42.3021427154541	1000	42302.1427154541	4.97781261373205			
169	2024-02-29	y	F6	0_F3	0.0	F	3	343	Escherichia coli	1	42.2915840148926	19720.0	652.0	22	20	2.0	23.2603712081909	1000	23260.3712081909	2.73711357788793			
170	2024-02-29	y	G6	0_F3	0.0	F	3	343	Enterococcus faecalis	1	224.546920776367	18301.0	2992.0	22	20	2.0	123.500806427002	1000	123500.806427002	14.5326887144613			
171	2024-02-29	y	H6	0_F3	0.0	F	3	343	Eubacterium rectale	1	0.118481762707233	21234.0	2.0	22	20	2.0	0.0651649694889784	1000	65.1649694889784	0.0076681460151472			
172	2024-02-29	y	C10	0_F3	0.0	F	3	343	Faecalibacterium prausnitzii	1	59.9313545227051	18247.0	849.0	22	20	2.0	32.9622449874878	1000	32962.2449874878	3.87876046798216			
173	2024-02-29	y	F7	2_M1	2.5	M	1	535	Clostridium sporogenes	1	2.82541418075562	20502.0	46.0	22	20	2.0	1.55397779941559	1000	1553.97779941559	0.555169420745757			
174	2024-02-29	y	G7	2_M1	2.5	M	1	535	Collinsella stercoris	1	24.1980895996094	20626.0	393.0	22	20	2.0	13.3089492797852	1000	13308.9492797852	4.75471507068614			
175	2024-02-29	y	H7	2_M1	2.5	M	1	535	Escherichia coli	1	7.08290195465088	19412.0	109.0	22	20	2.0	3.89559607505798	1000	3895.59607505798	1.39172890195904			
176	2024-02-29	y	A8	2_M1	2.5	M	1	535	Enterococcus faecalis	1	77.4441070556641	20281.0	1211.0	22	20	2.0	42.5942588806152	1000	42594.2588806152	15.2170964338995			
177	2024-02-29	y	B8	2_M1	2.5	M	1	535	Eubacterium rectale	1	0.0	19901.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
178	2024-02-29	y	C8	2_M1	2.5	M	1	535	Faecalibacterium prausnitzii	1	0.0	19686.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
179	2024-02-29	y	H8	2_M2	2.5	M	2	495	Clostridium sporogenes	1	76.7658843994141	19948.0	1181.0	22	20	2.0	42.2212364196777	1000	42221.2364196777	0.84040257578826			
180	2024-02-29	y	A9	2_M2	2.5	M	2	495	Collinsella stercoris	1	406.843566894531	20203.0	5583.0	22	20	2.0	223.763961791992	1000	223763.961791992	4.45396264546464			
181	2024-02-29	y	B9	2_M2	2.5	M	2	495	Escherichia coli	1	89.7773208618164	19380.0	1335.0	22	20	2.0	49.377526473999	1000	49377.526473999	0.982846641967632			
182	2024-02-29	y	C9	2_M2	2.5	M	2	495	Enterococcus faecalis	1	1986.37634277344	16270.0	12916.0	22	20	2.0	1092.50698852539	1000	1092506.98852539	21.7460634761397			
183	2024-02-29	y	D9	2_M2	2.5	M	2	495	Eubacterium rectale	1	0.06127093359828	20530.0	1.0	22	20	2.0	0.033699013479054	1000	33.699013479054	0.000670769975749			
184	2024-02-29	y	E9	2_M2	2.5	M	2	495	Faecalibacterium prausnitzii	1	0.0	19564.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
185	2024-03-01	y	D1	2_F2	2.5	F	2	527	Clostridium sporogenes	1	3.46772623062134	17072.0	47.0	22	20	2.0	1.90724942684174	1000	1907.24942684174	0.547695944474683			
186	2024-03-01	y	E1	2_F2	2.5	F	2	527	Collinsella stercoris	1	7.8910174369812	16790.0	105.0	22	20	2.0	4.34005959033966	1000	4340.05959033966	1.24631472053641			
187	2024-03-01	y	F1	2_F2	2.5	F	2	527	Escherichia coli	1	8.13754367828369	18454.0	119.0	22	20	2.0	4.47564902305603	1000	4475.64902305603	1.28525130710304			
188	2024-03-01	y	G1	2_F2	2.5	F	2	527	Enterococcus faecalis	1	72.117790222168	19472.0	1085.0	22	20	2.0	39.6647846221924	1000	39664.7846221924	11.3903516605116			
189	2024-03-01	y	H1	2_F2	2.5	F	2	527	Eubacterium rectale	1	49.7347068786621	17592.0	682.0	22	20	2.0	27.3540887832642	1000	27354.0887832642	7.85514641165882			
190	2024-03-01	y	A2	2_F2	2.5	F	2	527	Faecalibacterium prausnitzii	1	0.0	18960.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
191	2024-03-01	y	F2	2_F3	2.5	F	3	479	Clostridium sporogenes	1	17.3621578216553	18821.0	258.0	22	20	2.0	9.5491868019104	1000	9549.1868019104	1.71918111426578			
192	2024-03-01	y	G2	2_F3	2.5	F	3	479	Collinsella stercoris	1	117.520698547363	19384.0	1729.0	22	20	2.0	64.6363842010498	1000	64636.3842010498	11.6367658647793			
193	2024-03-01	y	H2	2_F3	2.5	F	3	479	Escherichia coli	1	45.3254814147949	19298.0	683.0	22	20	2.0	24.9290147781372	1000	24929.0147781372	4.48807760208984			
194	2024-03-01	y	A3	2_F3	2.5	F	3	479	Enterococcus faecalis	1	87.988639831543	19020.0	1285.0	22	20	2.0	48.3937519073486	1000	48393.7519073486	8.71253500988512			
195	2024-03-01	y	B3	2_F3	2.5	F	3	479	Eubacterium rectale	1	29.5097579956055	19321.0	448.0	22	20	2.0	16.230366897583	1000	16230.366897583	2.92202266295041			
196	2024-03-01	y	C3	2_F3	2.5	F	3	479	Faecalibacterium prausnitzii	1	0.0	19734.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
197	2024-03-01	y	H3	5_M2	5.0	M	2	579	Clostridium sporogenes	1	47.9486312866211	20106.0	752.0	22	20	2.0	26.3717472076416	1000	26371.7472076416	0.499209598059155			
198	2024-03-01	y	A4	5_M2	5.0	M	2	579	Collinsella stercoris	1	3.49336934089661	20192.0	56.0	22	20	2.0	1.92135313749313	1000	1921.35313749313	0.036370662889553			
199	2024-03-01	y	B4	5_M2	5.0	M	2	579	Escherichia coli	1	29.8186798095703	20233.0	474.0	22	20	2.0	16.4002738952637	1000	16400.2738952637	0.310452473052004			
200	2024-03-01	y	C4	5_M2	5.0	M	2	579	Enterococcus faecalis	1	2865.70166015625	19431.0	17440.0	22	20	2.0	1576.13591308594	1000	1576135.91308594	29.8358000121523			
201	2024-03-01	y	D4	5_M2	5.0	M	2	579	Eubacterium rectale	1	0.0	19833.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
202	2024-03-01	y	E4	5_M2	5.0	M	2	579	Faecalibacterium prausnitzii	1	0.0	19709.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
203	2024-03-01	y	B5	5_M3	5.0	M	3	503	Clostridium sporogenes	1	26.319055557251	19511.0	404.0	22	20	2.0	14.475480556488	1000	14475.480556488	0.572257569356118			
204	2024-03-01	y	C5	5_M3	5.0	M	3	503	Collinsella stercoris	1	34.0259895324707	19934.0	532.0	22	20	2.0	18.7142942428589	1000	18714.2942428589	0.73983012127591			
205	2024-03-01	y	D5	5_M3	5.0	M	3	503	Escherichia coli	1	48.0876312255859	19969.0	749.0	22	20	2.0	26.4481971740723	1000	26448.1971740723	1.04557364915269			
206	2024-03-01	y	E5	5_M3	5.0	M	3	503	Enterococcus faecalis	1	1313.00756835938	6501.0	4212.0	22	20	2.0	722.154162597656	1000	722154.162597656	28.5488405152333			
207	2024-03-01	y	F5	5_M3	5.0	M	3	503	Eubacterium rectale	1	0.0	20407.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
208	2024-03-01	y	G5	5_M3	5.0	M	3	503	Faecalibacterium prausnitzii	1	0.0	19979.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
209	2024-03-01	y	D6	5_F1	5.0	F	1	488	Clostridium sporogenes	1	104.627113342285	19483.0	1555.0	22	20	2.0	57.5449123382568	1000	57544.9123382568	1.16031284211438			
210	2024-03-01	y	E6	5_F1	5.0	F	1	488	Collinsella stercoris	1	899.293029785156	20320.0	10379.0	22	20	2.0	494.611166381836	1000	494611.166381836	9.97314384341281			
211	2024-03-01	y	F6	5_F1	5.0	F	1	488	Escherichia coli	1	191.608764648438	19378.0	2738.0	22	20	2.0	105.384820556641	1000	105384.820556641	2.12493782138401			
212	2024-03-01	y	G6	5_F1	5.0	F	1	488	Enterococcus faecalis	1	1457.68591308594	19583.0	13437.0	22	20	2.0	801.727252197266	1000	801727.252197266	16.1657110732813			
213	2024-03-01	y	H6	5_F1	5.0	F	1	488	Eubacterium rectale	1	0.0	20508.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
214	2024-03-01	y	A7	5_F1	5.0	F	1	488	Faecalibacterium prausnitzii	1	0.0	19771.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
215	2024-03-01	y	F7	5_F2	5.0	F	2	461	Clostridium sporogenes	1	25.7447528839111	21077.0	427.0	22	20	2.0	14.1596140861511	1000	14159.6140861511	1.08972088210753			
216	2024-03-01	y	G7	5_F2	5.0	F	2	461	Collinsella stercoris	1	121.54035949707	19337.0	1781.0	22	20	2.0	66.8471977233887	1000	66847.1977233887	5.14454608906281			
217	2024-03-01	y	H7	5_F2	5.0	F	2	461	Escherichia coli	1	55.8853073120117	19813.0	861.0	22	20	2.0	30.7369190216064	1000	30736.9190216064	2.36550673667387			
218	2024-03-01	y	A8	5_F2	5.0	F	2	461	Enterococcus faecalis	1	343.490356445312	18304.0	4374.0	22	20	2.0	188.919696044922	1000	188919.696044922	14.5392195415065			
219	2024-03-01	y	B8	5_F2	5.0	F	2	461	Eubacterium rectale	1	0.0	20683.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
220	2024-03-01	y	C8	5_F2	5.0	F	2	461	Faecalibacterium prausnitzii	1	0.0	22177.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
221	2024-03-01	y	H8	5_F3	5.0	F	3	441	Clostridium sporogenes	1	31.3835754394531	20210.0	498.0	22	20	2.0	17.2609664916992	1000	17260.9664916992	0.894942109237015			
222	2024-03-01	y	A9	5_F3	5.0	F	3	441	Collinsella stercoris	1	359.176483154297	18700.0	4645.0	22	20	2.0	197.547065734863	1000	197547.065734863	10.2423689755357			
223	2024-03-01	y	B9	5_F3	5.0	F	3	441	Escherichia coli	1	85.4959335327148	21412.0	1407.0	22	20	2.0	47.0227634429932	1000	47022.7634429932	2.43802403058154			
224	2024-03-01	y	C9	5_F3	5.0	F	3	441	Enterococcus faecalis	1	456.759979248047	18578.0	5657.0	22	20	2.0	251.217988586426	1000	251217.988586426	13.0250850490866			
225	2024-03-01	y	D9	5_F3	5.0	F	3	441	Eubacterium rectale	1	0.0	21405.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
226	2024-03-01	y	E9	5_F3	5.0	F	3	441	Faecalibacterium prausnitzii	1	0.0	20980.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
227	2024-03-01	y	B10	15_M1	15.0	M	1	733	Clostridium sporogenes	1	100.328346252441	17453.0	1338.0	22	20	2.0	55.1805904388428	100	5518.05904388428	1.09381946008995			
228	2024-03-01	y	C10	15_M1	15.0	M	1	733	Collinsella stercoris	1	48.7518081665039	21333.0	811.0	22	20	2.0	26.8134944915771	100	2681.34944915771	0.531511566560846			
229	2024-03-01	y	D10	15_M1	15.0	M	1	733	Escherichia coli	1	46.3490219116211	20151.0	729.0	22	20	2.0	25.4919620513916	100	2549.19620513916	0.505315436930497			
230	2024-03-01	y	F10	15_M1	15.0	M	1	733	Eubacterium rectale	1	0.0577331744134426	21788.0	1.0	22	20	2.0	0.0317532459273934	100	3.17532459273934	0.0006294299868882			
231	2024-03-01	y	G10	15_M1	15.0	M	1	733	Faecalibacterium prausnitzii	1	0.0	22775.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
232	2024-03-04	y	D1	10_M1	10.0	M	1	573	Clostridium sporogenes	1	58.4233856201172	19456.0	883.0	22	20	2.0	32.1328620910645	1000	32132.8620910645	0.737677207950892			
233	2024-03-04	y	E1	10_M1	10.0	M	1	573	Collinsella stercoris	1	647.452270507812	19188.0	7720.0	22	20	2.0	356.098748779297	1000	356098.748779297	8.17499325176408			
234	2024-03-04	y	F1	10_M1	10.0	M	1	573	Escherichia coli	1	145.82746887207	17887.0	1958.0	22	20	2.0	80.2051078796387	1000	80205.1078796387	1.84127638167982			
235	2024-03-04	y	G1	10_M1	10.0	M	1	573	Enterococcus faecalis	1	1368.11865234375	15792.0	10470.0	22	20	2.0	752.465258789063	1000	752465.258789062	17.2744173740414			
236	2024-03-04	y	H1	10_M1	10.0	M	1	573	Eubacterium rectale	1	0.0	18378.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
237	2024-03-04	y	A2	10_M1	10.0	M	1	573	Faecalibacterium prausnitzii	1	316.169952392578	17561.0	3903.0	22	20	2.0	173.893473815918	1000	173893.473815918	3.99208921638758			
238	2024-03-04	y	F2	10_M2	10.0	M	2	651	Clostridium sporogenes	1	5.73863077163696	19992.0	91.0	22	20	2.0	3.15624692440033	1000	3156.24692440033	0.78702446829666			
239	2024-03-04	y	G2	10_M2	10.0	M	2	651	Collinsella stercoris	1	0.242631360888481	20739.0	4.0	22	20	2.0	0.133447248488665	1000	133.447248488665	0.0332756759224084			
240	2024-03-04	y	H2	10_M2	10.0	M	2	651	Escherichia coli	1	3.59174704551697	19289.0	55.0	22	20	2.0	1.97546087503433	1000	1975.46087503433	0.492590117964279			
241	2024-03-04	y	A3	10_M2	10.0	M	2	651	Enterococcus faecalis	1	274.783752441406	17973.0	3527.0	22	20	2.0	151.131063842773	1000	151131.063842773	37.6852153880724			
242	2024-03-04	y	B3	10_M2	10.0	M	2	651	Eubacterium rectale	1	0.0	20110.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
243	2024-03-04	y	C3	10_M2	10.0	M	2	651	Faecalibacterium prausnitzii	1	52.3211097717285	19513.0	795.0	22	20	2.0	28.7766103744507	1000	28776.6103744507	7.17557815399224			
244	2024-03-04	y	H3	10_M3	10.0	M	3	641	Clostridium sporogenes	1	7.7080512046814	19970.0	122.0	22	20	2.0	4.23942816257477	1000	4239.42816257477	0.799792754112105			
245	2024-03-04	y	A4	10_M3	10.0	M	3	641	Collinsella stercoris	1	0.0584576092660427	21518.0	1.0	22	20	2.0	0.0321516850963235	1000	32.1516850963235	0.0060656021959613			
246	2024-03-04	y	B4	10_M3	10.0	M	3	641	Escherichia coli	1	1.46659672260284	19738.0	23.0	22	20	2.0	0.806628197431564	1000	806.628197431564	0.152175095986639			
247	2024-03-04	y	C4	10_M3	10.0	M	3	641	Enterococcus faecalis	1	347.872314453125	18625.0	4500.0	22	20	2.0	191.329772949219	1000	191329.772949219	36.0954733002863			
248	2024-03-04	y	D4	10_M3	10.0	M	3	641	Eubacterium rectale	1	0.0621181577444077	20250.0	1.0	22	20	2.0	0.0341649867594242	1000	34.1649867594242	0.0064454232520661			
249	2024-03-04	y	E4	10_M3	10.0	M	3	641	Faecalibacterium prausnitzii	1	87.3168182373047	18535.0	1243.0	22	20	2.0	48.0242500305176	1000	48024.2500305176	9.06005379101611			
250	2024-03-04	y	B5	10_F1	10.0	F	1	722	Clostridium sporogenes	1	25.6572074890137	19910.0	402.0	22	20	2.0	14.1114641189575	1000	14111.4641189575	1.32530067768254			
251	2024-03-04	y	C5	10_F1	10.0	F	1	722	Collinsella stercoris	1	163.860168457031	19060.0	2328.0	22	20	2.0	90.1230926513672	1000	90123.0926513672	8.4640541023129			
252	2024-03-04	y	D5	10_F1	10.0	F	1	722	Escherichia coli	1	37.0173683166504	19000.0	551.0	22	20	2.0	20.3595525741577	1000	20359.5525741577	1.91209987825402			
253	2024-03-04	y	E5	10_F1	10.0	F	1	722	Enterococcus faecalis	1	494.245483398438	16087.0	5227.0	22	20	2.0	271.835015869141	1000	271835.015869141	25.5298194228645			
254	2024-03-04	y	F5	10_F1	10.0	F	1	722	Eubacterium rectale	1	0.0667318254709244	18850.0	1.0	22	20	2.0	0.0367025040090084	1000	36.7025040090084	0.0034469742491453			
255	2024-03-04	y	G5	10_F1	10.0	F	1	722	Faecalibacterium prausnitzii	1	0.127539843320847	19726.0	2.0	22	20	2.0	0.0701469138264656	1000	70.1469138264656	0.0065879593816677			
256	2024-03-04	y	D6	10_F2	10.0	F	2	697	Clostridium sporogenes	1	9.95967960357666	19273.0	152.0	22	20	2.0	5.47782378196716	1000	5477.82378196716	1.42669162060491			
257	2024-03-04	y	E6	10_F2	10.0	F	2	697	Collinsella stercoris	1	27.7850933074951	19957.0	436.0	22	20	2.0	15.2818013191223	1000	15281.8013191223	3.98012399769298			
258	2024-03-04	y	F6	10_F2	10.0	F	2	697	Escherichia coli	1	16.5184459686279	18396.0	240.0	22	20	2.0	9.08514528274536	1000	9085.14528274536	2.3662135115665			
259	2024-03-04	y	G6	10_F2	10.0	F	2	697	Enterococcus faecalis	1	184.059478759766	18101.0	2464.0	22	20	2.0	101.232713317871	1000	101232.713317871	26.3659200387493			
260	2024-03-04	y	H6	10_F2	10.0	F	2	697	Eubacterium rectale	1	181.940612792969	18772.0	2528.0	22	20	2.0	100.067337036133	1000	100067.337036133	26.0623993994982			
261	2024-03-04	y	A7	10_F2	10.0	F	2	697	Faecalibacterium prausnitzii	1	0.123933359980583	20300.0	2.0	22	20	2.0	0.0681633479893207	1000	68.1633479893208	0.0177530496196096			
262	2024-03-04	y	F7	10_F3	10.0	F	3	712	Clostridium sporogenes	1	6.81038188934326	19631.0	106.0	22	20	2.0	3.74571003913879	1000	3745.71003913879	3.20629202206857			
263	2024-03-04	y	G7	10_F3	10.0	F	3	712	Collinsella stercoris	1	5.25819730758667	19657.0	82.0	22	20	2.0	2.89200851917267	1000	2892.00851917267	2.47553167380505			
264	2024-03-04	y	H7	10_F3	10.0	F	3	712	Escherichia coli	1	8.38097381591797	19275.0	128.0	22	20	2.0	4.60953559875488	1000	4609.53559875488	3.94571845158813			
265	2024-03-04	y	A8	10_F3	10.0	F	3	712	Enterococcus faecalis	1	86.8554382324219	19979.0	1333.0	22	20	2.0	47.770491027832	1000	47770.491027832	40.8910841128673			
266	2024-03-04	y	B8	10_F3	10.0	F	3	712	Eubacterium rectale	1	0.063927099108696	19677.0	1.0	22	20	2.0	0.0351599045097828	1000	35.1599045097828	0.0300965424841931			
267	2024-03-04	y	C8	10_F3	10.0	F	3	712	Faecalibacterium prausnitzii	1	0.0	19816.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
268	2024-03-04	y	H8	15_F1	15.0	F	1	788	Clostridium sporogenes	1	126.798362731934	19783.0	1897.0	22	20	2.0	69.7390995025635	100	6973.90995025635	5.68439311665604			
269	2024-03-04	y	A9	15_F1	15.0	F	1	788	Collinsella stercoris	1	100.186134338379	19841.0	1519.0	22	20	2.0	55.1023738861084	100	5510.23738861084	4.49136219228194			
270	2024-03-04	y	B9	15_F1	15.0	F	1	788	Escherichia coli	1	102.540977478027	19531.0	1529.0	22	20	2.0	56.397537612915	100	5639.7537612915	4.59693022837813			
271	2024-03-04	y	C9	15_F1	15.0	F	1	788	Enterococcus faecalis	1	1147.40405273438	16898.0	10111.0	22	20	2.0	631.072229003906	100	63107.2229003906	51.4383274267934			
272	2024-03-04	y	D9	15_F1	15.0	F	1	788	Eubacterium rectale	1	0.0	21456.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
273	2024-03-04	y	E9	15_F1	15.0	F	1	788	Faecalibacterium prausnitzii	1	0.0625350624322891	20115.0	1.0	22	20	2.0	0.034394284337759	100	3.4394284337759	0.002803457953091			
274	2024-03-04	y	B10	15_F2	15.0	F	2	784	Clostridium sporogenes	1	152.592468261719	16824.0	1922.0	22	20	2.4	69.9382146199544	100	6993.82146199544	3.8142107761204			
275	2024-03-04	y	C10	15_F2	15.0	F	2	784	Collinsella stercoris	1	197.012710571289	19355.0	2806.0	22	20	2.4	90.2974923451742	100	9029.74923451742	4.92454190075002			
276	2024-03-04	y	D10	15_F2	15.0	F	2	784	Escherichia coli	1	107.228363037109	20535.0	1678.0	22	20	2.4	49.1463330586751	100	4914.63330586751	2.68028679567862			
277	2024-03-04	y	E10	15_F2	15.0	F	2	784	Enterococcus faecalis	1	1692.287109375	17666.0	13065.0	22	20	2.4	775.631591796875	100	77563.1591796875	42.3005132717097			
278	2024-03-04	y	F10	15_F2	15.0	F	2	784	Eubacterium rectale	1	0.0	20206.0	0.0	22	20	2.4	0.0	100	0.0	0.0			
279	2024-03-04	y	G10	15_F2	15.0	F	2	784	Faecalibacterium prausnitzii	1	0.179169803857803	21063.0	3.0	22	20	2.4	0.0821194934348265	100	8.21194934348265	0.0044785395007681			
280	2024-03-06	y	D1	2_M3	2.5	M	3	491	Clostridium sporogenes	1	28.1704616546631	18513.0	410.0	22	20	2.0	15.4937539100647	1000	15493.7539100647	0.730773251469929			
281	2024-03-06	y	H1	2_M3	2.5	M	3	491	Eubacterium rectale	1	0.0	18635.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
282	2024-03-06	y	A2	2_M3	2.5	M	3	491	Faecalibacterium prausnitzii	1	0.0	19623.0	0.0	22	20	2.0	0.0	1000	0.0	0.0			
283	2024-03-06	y	F2	15_M2	15.0	M	2	727	Clostridium sporogenes	1	94.2390747070312	18952.0	1368.0	22	20	2.0	51.8314910888672	100	5183.14910888672	6.02914613899892			
284	2024-03-06	y	G2	15_M2	15.0	M	2	727	Collinsella stercoris	1	118.160125732422	20745.0	1860.0	22	20	2.0	64.988069152832	100	6498.8069152832	7.5595464838547			
285	2024-03-06	y	H2	15_M2	15.0	M	2	727	Escherichia coli	1	49.5676536560059	18970.0	733.0	22	20	2.0	27.2622095108032	100	2726.22095108032	3.17119654016558			
286	2024-03-06	y	A3	15_M2	15.0	M	2	727	Enterococcus faecalis	1	280.715423583984	19828.0	3966.0	22	20	2.0	154.393482971191	100	15439.3482971191	17.9593689509406			
287	2024-03-06	y	B3	15_M2	15.0	M	2	727	Eubacterium rectale	1	0.0	19302.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
288	2024-03-06	y	C3	15_M2	15.0	M	2	727	Faecalibacterium prausnitzii	1	0.0	19443.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
289	2024-03-06	y	H3	15_M3	15.0	M	3	673	Clostridium sporogenes	1	105.135139465332	17971.0	1441.0	22	20	2.0	57.8243267059326	100	5782.43267059326	0.874388224971041			
290	2024-03-06	y	A4	15_M3	15.0	M	3	673	Collinsella stercoris	1	137.573226928711	19073.0	1976.0	22	20	2.0	75.665274810791	100	7566.5274810791	1.14416940244227			
291	2024-03-06	y	B4	15_M3	15.0	M	3	673	Escherichia coli	1	69.0547485351562	19656.0	1050.0	22	20	2.0	37.9801116943359	100	3798.01116943359	0.574314727735604			
292	2024-03-06	y	D4	15_M3	15.0	M	3	673	Eubacterium rectale	1	0.0	19998.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
293	2024-03-06	y	E4	15_M3	15.0	M	3	673	Faecalibacterium prausnitzii	1	0.0	18586.0	0.0	22	20	2.0	0.0	100	0.0	0.0			
294	2024-03-14	y	A01	2_M3	2.5	M	3	491	Collinsella stercoris	1	230.30046081543	18774.0	3141.0	22	20	2.0	126.665253448486	1000	126665.253448486	19.153635232378			
295	2024-03-14	y	B01	2_M3	2.5	M	3	491	Escherichia coli	1	68.5403366088867	17367.0	921.0	22	20	2.0	37.6971851348877	1000	37697.1851348877	5.70036465173703			
296	2024-03-14	y	B02	15_M1	15.0	M	1	733	Enterococcus faecalis	1	243.690399169922	18101.0	3188.0	22	20	2.0	134.029719543457	1000	134029.719543457	20.2672500037854			
297	2024-03-14	y	C01	2_M3	2.5	M	3	491	Enterococcus faecalis	1	356.830261230469	18620.0	4599.0	22	20	2.0	196.256643676758	1000	196256.643676758	29.6768692484729			
298	2024-03-14	y	H01	15_M3	15.0	M	3	673	Enterococcus faecalis	1	379.705810546875	16449.0	4286.0	22	20	2.0	208.838195800781	1000	208838.195800781	31.5793835803824			
